NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
MARIA HELENA,UNIÃO,Direita,RS,FEMININO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,4465
CHICO DA CAPIAL,PTB,Direita,AL,MASCULINO,BRANCA,69.0,796440.0,BENS_G1,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,1499
SARGENTO ERLEI,CIDADANIA,Esquerda,MG,MASCULINO,BRANCA,47.0,543000.0,BENS_G2,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,2390
SANDRA REGINA,MDB,Centro,PE,FEMININO,PARDA,58.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1588
MARCIO SANTANA,REPUBLICANOS,Direita,BA,MASCULINO,PRETA,46.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1077
DELEGADA JUNIA,PTB,Direita,SP,FEMININO,BRANCA,51.0,284662.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,1478
RUAM GALHARDO,PT,Esquerda,RJ,MASCULINO,BRANCA,73.0,5989.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1315
ZÉ RICARDO,PT,Esquerda,AM,MASCULINO,BRANCA,58.0,1392163.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1313
NEIA MELLO,AGIR,Direita,SP,FEMININO,NÃO INFORMADO,58.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,3660
JACONIAS MORAES,PSC,Direita,MA,MASCULINO,PARDA,55.0,256000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2011
VERA TITA,PT,Esquerda,RS,FEMININO,PRETA,64.0,110000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1388
HÉLCIO,NOVO,Direita,SP,MASCULINO,BRANCA,59.0,100000.0,BENS_G3,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,3002
TANIA PIRES,PP,Direita,RO,FEMININO,BRANCA,70.0,4421048.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1177
FILIPE MACHADO,PROS,Centro,RS,MASCULINO,BRANCA,34.0,nan,nan,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,9007
LAYSE SANTIAGO,CIDADANIA,Esquerda,SE,FEMININO,BRANCA,31.0,100000.0,BENS_G3,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,2300
JOÃOZINHO MIRANDA,SOLIDARIEDADE,Centro,AM,MASCULINO,PARDA,56.0,276300.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,7789
DEFENSOR MANOEL JERONIMO,REPUBLICANOS,Direita,PE,MASCULINO,BRANCA,44.0,897177.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1033
NAY BARBALHO,PODE,Direita,PA,FEMININO,BRANCA,41.0,1199519.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1919
REIMONT,PT,Esquerda,RJ,MASCULINO,BRANCA,61.0,455614.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1333
DANIEL EVANGELISTA,PDT,Esquerda,BA,MASCULINO,BRANCA,44.0,1951938.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1288
ROSA REIS,REPUBLICANOS,Direita,SE,FEMININO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTOBOY,N,NÃO DIVULGÁVEL,1030
KINHO BRITO,UNIÃO,Direita,SP,MASCULINO,PARDA,40.0,1000.0,BENS_G4,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4423
VOLEIDE ARRUDA,PSB,Esquerda,PE,FEMININO,AMARELA,64.0,244000.0,BENS_G3,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4013
MARCUS VINICIUS NESKAU,PTB,Direita,RJ,MASCULINO,NÃO INFORMADO,49.0,nan,nan,SUPERIOR INCOMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,1484
TREIS PIÃO,PDT,Esquerda,PR,MASCULINO,BRANCA,47.0,nan,nan,SUPERIOR COMPLETO,"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,1290
LÍDIA DO BORA DE RUMA,PSOL,Esquerda,CE,FEMININO,PRETA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,ARTISTA PLÁSTICO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,5044
VIVIANY ANDRADE,REPUBLICANOS,Direita,BA,FEMININO,PARDA,40.0,300000.0,BENS_G2,SUPERIOR COMPLETO,PUBLICITÁRIO,N,NÃO DIVULGÁVEL,1044
VENEGAS DO COMEX,PSDB,Centro,SP,MASCULINO,PARDA,48.0,1300000.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4527
TIA CÉLIA DA VILA GENY,PROS,Centro,RJ,FEMININO,PARDA,60.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,9075
AMAURI PINHO,PROS,Centro,DF,MASCULINO,BRANCA,56.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,9090
MATEUS GAZZOLA,NOVO,Direita,SC,MASCULINO,BRANCA,43.0,2525000.0,BENS_G1,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,3030
JOSE EUSTAQUIO DE FARIA JUNIOR,PODE,Direita,MG,MASCULINO,BRANCA,37.0,1364829.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1990
VAVÁ DE CARAÍ - DR. HEBER,AVANTE,Centro,MG,MASCULINO,BRANCA,47.0,1539510.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,7012
SELMINHA SORRISO,CIDADANIA,Esquerda,RJ,FEMININO,BRANCA,57.0,nan,nan,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,2344
LUIZINHO MOTOBOY,PROS,Centro,MT,MASCULINO,PARDA,25.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTOBOY,N,NÃO DIVULGÁVEL,9001
DENIS ALCANTARA,DC,Direita,RR,MASCULINO,PARDA,44.0,185000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2700
LISSANDRO BREVAL,AVANTE,Centro,AM,MASCULINO,BRANCA,45.0,1353343.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7000
ZÉ SILVA,SOLIDARIEDADE,Centro,MG,MASCULINO,BRANCA,59.0,400000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,7777
PROFESSOR EUDO JANSEN,REDE,Esquerda,PB,MASCULINO,BRANCA,37.0,466500.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,1818
ELENILSON BEZERRA,PATRIOTA,Direita,TO,MASCULINO,PRETA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5129
ANA GRANATA,REPUBLICANOS,Direita,MG,FEMININO,BRANCA,63.0,nan,nan,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1032
GISELE CRISTINA ,PSDB,Centro,MG,FEMININO,PARDA,36.0,nan,nan,SUPERIOR COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,4565
WESLEY ROS,PL,Direita,SP,MASCULINO,PRETA,45.0,272663.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2280
GALEGO,PTB,Direita,TO,MASCULINO,PARDA,70.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1488
LEONEL MATIAS,PT,Esquerda,RS,MASCULINO,BRANCA,58.0,597000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,1310
ELAINE LUZ,MDB,Centro,BA,FEMININO,PRETA,41.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1505
TADEU DA SILVA,PP,Direita,MG,MASCULINO,PRETA,67.0,500000.0,BENS_G2,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1118
PAIVA,CIDADANIA,Esquerda,RJ,MASCULINO,PARDA,40.0,87000.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2311
RICARDO GURGEL,PSC,Direita,RN,MASCULINO,BRANCA,57.0,nan,nan,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,2011
PROF CAROL,PSOL,Esquerda,RS,FEMININO,BRANCA,32.0,nan,nan,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,5056
PROFESSORA NADI FÉLIX,PMN,Esquerda,RN,FEMININO,PARDA,74.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,3399
MISSIONÁRIA GICELA FREITAS,PSDB,Centro,RS,FEMININO,PRETA,38.0,33691.0,BENS_G4,SUPERIOR INCOMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,4578
MIRLENE CRUZ,PATRIOTA,Direita,RO,FEMININO,PARDA,42.0,329820.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5100
ADRIANO NEGOCEK,PSOL,Esquerda,PR,MASCULINO,PRETA,24.0,nan,nan,ENSINO MÉDIO COMPLETO,ALMOXARIFE,N,NÃO DIVULGÁVEL,5050
ILDA REIS,PODE,Direita,SP,FEMININO,PARDA,50.0,25000.0,BENS_G4,ENSINO MÉDIO COMPLETO,FAXINEIRO,N,NÃO DIVULGÁVEL,1976
GENERAL PAZUELLO,PL,Direita,RJ,MASCULINO,BRANCA,59.0,1288362.0,BENS_G1,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,2212
EUCLYDES PETTERSEN,PSC,Direita,MG,MASCULINO,BRANCA,38.0,5278028.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2015
MARCÃO,PODE,Direita,TO,MASCULINO,PARDA,54.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,1900
ANDRÉA IRMÃ DA DRIKA PROTETORA,PSD,Direita,MG,FEMININO,BRANCA,56.0,420000.0,BENS_G2,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,5530
MARKS PINTIJA,REDE,Esquerda,SP,MASCULINO,BRANCA,47.0,1297478.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1881
CAPITÃ BRASIL,PTB,Direita,RJ,FEMININO,NÃO INFORMADO,62.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1401
CINDY ISHIDA,PSOL,Esquerda,MG,FEMININO,AMARELA,27.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,5005
EVINHA OLIVEIRA,SOLIDARIEDADE,Centro,BA,FEMININO,BRANCA,41.0,374000.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,7733
FÁBIO MOREIRA,PDT,Esquerda,SP,MASCULINO,PARDA,42.0,3258000.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1211
PROFESSORA RITA,PDT,Esquerda,PE,FEMININO,PARDA,50.0,300000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,1232
PROFESSOR MARIO PATRIOTA,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,78.0,nan,nan,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1031
NEGUINHO DO FARIZEU,PSOL,Esquerda,MS,MASCULINO,PARDA,50.0,6000.0,BENS_G4,ENSINO FUNDAMENTAL INCOMPLETO,"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,5013
ELISÂNGELA FREITAS,PRTB,Direita,RJ,FEMININO,BRANCA,39.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,2844
MARANGONI,UNIÃO,Direita,SP,MASCULINO,BRANCA,43.0,2388381.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4440
PROFESSOR ASSIS,UNIÃO,Direita,PR,MASCULINO,BRANCA,68.0,970000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,4480
DAMIÃO TENORIO,UNIÃO,Direita,CE,MASCULINO,BRANCA,41.0,3840286.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4445
EDUARDO BADU,REPUBLICANOS,Direita,RJ,MASCULINO,PRETA,41.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1007
TAINO,AVANTE,Centro,MS,MASCULINO,INDÍGENA,56.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,7040
NILVAN BAETA,PDT,Esquerda,MG,MASCULINO,PARDA,39.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,1240
ERNESTO NÓBILE,AVANTE,Centro,SP,MASCULINO,BRANCA,64.0,27500.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,7044
MOISÉS GIRRÔ,PRTB,Direita,PB,MASCULINO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2813
ELIEL JR OCUPA BAIXADA,PSOL,Esquerda,RJ,MASCULINO,BRANCA,48.0,160375.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,5060
JULIER,PT,Esquerda,MT,MASCULINO,PARDA,53.0,1559563.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1310
GIOVANI MATTOS,PSC,Direita,PR,MASCULINO,BRANCA,30.0,73879.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2000
DR FREDERICK WASSEF,PL,Direita,SP,MASCULINO,BRANCA,57.0,14356550.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2239
EDER MASCARENHAS,AGIR,Direita,SP,MASCULINO,BRANCA,41.0,250000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3675
ROBERTO JEFFERSON FILHO,PTB,Direita,PA,MASCULINO,BRANCA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1484
WOLNEY QUEIROZ,PDT,Esquerda,PE,MASCULINO,BRANCA,50.0,1744857.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1234
ELIS TOMÉ,PODE,Direita,BA,FEMININO,PRETA,37.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,1905
CANTORA ELIANE CAMARGO,AVANTE,Centro,SP,FEMININO,PARDA,57.0,nan,nan,SUPERIOR COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,7049
LUIZ ZACARIAS,PL,Direita,SP,MASCULINO,BRANCA,60.0,438419.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2232
VANESSA SIDI XERENTE,REDE,Esquerda,TO,FEMININO,INDÍGENA,33.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1818
PR. PAULINHO ALELUIA,PSC,Direita,SP,MASCULINO,PARDA,55.0,350000.0,BENS_G2,ENSINO FUNDAMENTAL INCOMPLETO,"ENCANADOR, SOLDADOR, CHAPEADOR E CALDEIREIRO",N,NÃO DIVULGÁVEL,2083
ELISA LOPES,PSDB,Centro,MG,FEMININO,BRANCA,45.0,170919.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4560
SARGENTO RICARDO CRUZ,PL,Direita,SP,MASCULINO,BRANCA,41.0,935065.0,BENS_G1,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2231
CAPITÃO ALBERTO NETO,PL,Direita,AM,MASCULINO,BRANCA,40.0,312000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2210
FLORISVALDO PEREIRA,PSDB,Centro,GO,MASCULINO,PARDA,53.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4512
ROSICLER BEZERRA,PTB,Direita,PR,FEMININO,BRANCA,58.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1417
CORONEL GUILHERME,PATRIOTA,Direita,RJ,MASCULINO,BRANCA,78.0,751605.0,BENS_G2,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,5170
CARINA DANIEL,NOVO,Direita,PR,FEMININO,BRANCA,45.0,570000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3023
PROFESSORA ANA ALICE,PODE,Direita,SP,FEMININO,PARDA,39.0,1858.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,1918
JUIZ RAMON MOREIRA,AVANTE,Centro,MG,MASCULINO,BRANCA,61.0,13481928.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,7047
CLAUDIO DONIZETE,PSTU,Esquerda,SP,MASCULINO,PRETA,49.0,191084.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1600
EVANDRO PONTES,PMN,Esquerda,CE,MASCULINO,PARDA,61.0,16000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,3323
CHICA,MDB,Centro,PR,FEMININO,PARDA,51.0,57250.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1503
SIDNEY DA SIDBENS,AGIR,Direita,MA,MASCULINO,PARDA,45.0,1587500.0,BENS_G1,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3677
DEYA PINHEIRO,UNIÃO,Direita,RS,FEMININO,BRANCA,51.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,4445
CLENIO FAVIN,PATRIOTA,Direita,RS,MASCULINO,BRANCA,50.0,489997.0,BENS_G2,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,5155
NELSON MEIRELES,PODE,Direita,GO,MASCULINO,PARDA,54.0,868540.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1988
ALDA EVANGELISTA,PRTB,Direita,PA,FEMININO,PARDA,60.0,nan,nan,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,2817
REINALDO UBER,PMN,Esquerda,SP,MASCULINO,PRETA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,3399
DANILO DA CUNHA,NOVO,Direita,SP,MASCULINO,BRANCA,54.0,2622389.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3068
JUNIOR CORRÊA,PL,Direita,ES,MASCULINO,BRANCA,26.0,303348.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2200
CORONEL RABELO,PTB,Direita,RJ,MASCULINO,PARDA,71.0,413125.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1490
DIMAS CORRETOR,PSOL,Esquerda,SE,MASCULINO,PARDA,34.0,58800.0,BENS_G4,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,5012
SARGENTO FELIPE,PROS,Centro,MG,MASCULINO,PARDA,37.0,161113.0,BENS_G3,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,9038
DAI,PRTB,Direita,BA,FEMININO,PRETA,37.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,SECRETÁRIO E DATILÓGRAFO,N,NÃO DIVULGÁVEL,2820
CADEIRANTE AGEMIRO,UNIÃO,Direita,MA,MASCULINO,PARDA,65.0,200000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4404
NORMANDY PANTERA NEGRA,PSB,Esquerda,SP,MASCULINO,PRETA,60.0,nan,nan,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4043
AURELIO GOIANO FISCAL DO POVO,PSD,Direita,PA,MASCULINO,PARDA,38.0,774000.0,BENS_G1,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5510
FLÁVIO TIZIU,PSB,Esquerda,RJ,MASCULINO,BRANCA,58.0,209876.0,BENS_G3,SUPERIOR COMPLETO,SERVENTUÁRIO DE JUSTIÇA,N,NÃO DIVULGÁVEL,4009
GIL DO SINDICATO,PC do B,Esquerda,PA,MASCULINO,PARDA,41.0,4500.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,6515
ADRIANA MACHADO,PSC,Direita,PR,FEMININO,BRANCA,40.0,144000.0,BENS_G3,SUPERIOR INCOMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,2004
LELINHO LOPES,PT,Esquerda,RS,MASCULINO,BRANCA,36.0,23000.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1380
ROBERTO ASSIS,PSDB,Centro,PR,MASCULINO,PRETA,66.0,nan,nan,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4523
SHEILA MOSCHEN,AVANTE,Centro,ES,FEMININO,PRETA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,7010
KLEBER MONTEZUMA,PP,Direita,PI,MASCULINO,PARDA,65.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,1145
ARTUR NETO,PODE,Direita,AC,MASCULINO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1900
PASTOR DEUSAILTON,PODE,Direita,RR,MASCULINO,PRETA,73.0,917000.0,BENS_G1,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,1933
GENERSON FAUSTINO,PROS,Centro,SP,MASCULINO,BRANCA,42.0,29700.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,9016
PEDAGOGA GISELLE LOBATO,REPUBLICANOS,Direita,PA,FEMININO,BRANCA,51.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,1055
BERNARDO LERER,PT,Esquerda,SP,MASCULINO,BRANCA,81.0,249787.0,BENS_G3,ENSINO MÉDIO COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,1314
GEANE CHU,NOVO,Direita,PR,FEMININO,BRANCA,37.0,448000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3010
TIANA MELUL,PSC,Direita,PA,FEMININO,PRETA,61.0,nan,nan,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,2055
FLAVIA PRADO,PATRIOTA,Direita,SP,FEMININO,PRETA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5175
PROFESSOR CLÁUDIO ABDALA,PODE,Direita,BA,MASCULINO,PRETA,56.0,296809.0,BENS_G2,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,NÃO DIVULGÁVEL,1930
CARLINHOS VIDENTE,SOLIDARIEDADE,Centro,PR,MASCULINO,PARDA,60.0,19805.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7711
DRA ELANE,PSD,Direita,BA,FEMININO,PARDA,44.0,343015.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5533
ALINE CORRÊA,UNIÃO,Direita,PE,FEMININO,BRANCA,49.0,447456.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4404
