NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
CIÇA MÜLLER,PDT,Esquerda,SC,FEMININO,BRANCA,52.0,1099636.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12100
NAANY BARBOSA,PSB,Esquerda,PR,FEMININO,BRANCA,23.0,76285.0,BENS_G4,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,40013
ROSA VIGILANTE,CIDADANIA,Esquerda,SE,MASCULINO,PRETA,44.0,7000.0,BENS_G4,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,23555
PABLO ROBERTO ,PSDB,Centro,BA,MASCULINO,PARDA,42.0,95253.0,BENS_G3,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,45100
JOHNNY AMORIM,PSDB,Centro,PA,MASCULINO,PARDA,34.0,50000.0,BENS_G4,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,45122
RAIMUNDO ARAÚJO,PSOL,Esquerda,AC,MASCULINO,PARDA,56.0,nan,nan,SUPERIOR COMPLETO,LANTERNEIRO E PINTOR DE VEÍCULOS,N,NÃO DIVULGÁVEL,50055
GLAU OLIVEIRA,PMB,Direita,MG,MASCULINO,PARDA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35522
DR. GISELE LIMA,AVANTE,Centro,SC,FEMININO,BRANCA,50.0,339583.0,BENS_G2,SUPERIOR COMPLETO,TERAPEUTA,N,NÃO DIVULGÁVEL,70022
RUTE BRAVO,PROS,Centro,PR,FEMININO,PARDA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,"SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF",N,NÃO DIVULGÁVEL,90111
ÍRACEMA DO PINHEIRINHO,PSB,Esquerda,PR,FEMININO,BRANCA,56.0,nan,nan,ENSINO MÉDIO COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,40217
SUB MARCOS PAULO,PROS,Centro,RJ,MASCULINO,BRANCA,49.0,552748.0,BENS_G2,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,90490
JUSSARA FERNANDES,PDT,Esquerda,SP,FEMININO,BRANCA,45.0,51760.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12600
DANIEL VILA ROMANA,REDE,Esquerda,PR,MASCULINO,BRANCA,48.0,306000.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,18088
PROFESSOR WENDEL MESQUITA,SOLIDARIEDADE,Centro,MG,MASCULINO,BRANCA,43.0,1270843.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,77777
SINARA AMORIM,PSC,Direita,PA,FEMININO,BRANCA,52.0,nan,nan,SUPERIOR INCOMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,20017
EMERSON MACHADO,PSC,Direita,RS,MASCULINO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20026
VAL AMARAL,PODE,Direita,PA,FEMININO,BRANCA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,19250
ANDREIA DE LIMA,PT,Esquerda,PR,FEMININO,PRETA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,13132
MAXSOEL BASTOS,PODE,Direita,RS,MASCULINO,BRANCA,49.0,984207.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,19919
CAMPOS,PMB,Direita,SP,MASCULINO,PRETA,54.0,186400.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,35735
VAGNER FERNANDES,REPUBLICANOS,Direita,SP,MASCULINO,BRANCA,40.0,454500.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10360
KIDINHO,PROS,Centro,MG,MASCULINO,PARDA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,90999
JESSE SANGALLI,CIDADANIA,Esquerda,RS,MASCULINO,BRANCA,35.0,411535.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,23200
PROFESSORA CÁSSIA,PC do B,Esquerda,MA,FEMININO,PARDA,41.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,65111
CHRIS AGUIAR,SOLIDARIEDADE,Centro,RJ,FEMININO,BRANCA,46.0,2030000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,77667
DAVID SANTANA,PSB,Esquerda,SP,MASCULINO,PRETA,33.0,225000.0,BENS_G3,ENSINO FUNDAMENTAL COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,40303
VILMARO LEITE,PROS,Centro,CE,MASCULINO,BRANCA,32.0,5000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90000
STÊNIO MAGALHÃES,PC do B,Esquerda,CE,MASCULINO,PARDA,43.0,292500.0,BENS_G2,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,65100
ELIZABETE COLETIVA MDT,PTB,Direita,TO,FEMININO,BRANCA,62.0,234677.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,14022
ALESSANDRA PAES,SOLIDARIEDADE,Centro,SP,FEMININO,BRANCA,46.0,70000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77707
HOT HOT,PATRIOTA,Direita,MG,MASCULINO,PARDA,65.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,51112
SUZETE GUERREIRA,PSB,Esquerda,RJ,FEMININO,PRETA,66.0,120000.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40566
CORONEL VANDERLEI,PL,Direita,AL,MASCULINO,PARDA,51.0,795700.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22111
GORDIM EVENTOS,CIDADANIA,Esquerda,GO,MASCULINO,BRANCA,37.0,235000.0,BENS_G3,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,23456
BABI CRUZ,PODE,Direita,RJ,FEMININO,PRETA,52.0,700000.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19070
OSMAR FILHO,PDT,Esquerda,MA,MASCULINO,PARDA,36.0,1400000.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12012
GEORGEO PASSOS,CIDADANIA,Esquerda,SE,MASCULINO,BRANCA,41.0,531000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,23777
ADEMAR RIBEIRO,PL,Direita,PR,MASCULINO,BRANCA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22345
ANDRADE,SOLIDARIEDADE,Centro,MS,MASCULINO,BRANCA,79.0,320000.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,77000
DR RENAN,PATRIOTA,Direita,SP,MASCULINO,BRANCA,67.0,182454.0,BENS_G3,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,51122
FRAN KRUCK,DC,Direita,SC,FEMININO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,27567
NEY MENDES,PRTB,Direita,MG,MASCULINO,PARDA,42.0,125000.0,BENS_G3,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,28067
ANDRÉ DELEGADO FEDERAL,PSD,Direita,SP,MASCULINO,BRANCA,55.0,940200.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,55022
TEREZINHA ARAUJO,PL,Direita,AC,FEMININO,PARDA,63.0,43388.0,BENS_G4,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,22007
JETRO XAVIER,REPUBLICANOS,Direita,AM,MASCULINO,PARDA,45.0,418300.0,BENS_G2,SUPERIOR COMPLETO,BANCÁRIO E ECONOMIÁRIO,N,NÃO DIVULGÁVEL,10077
PAULÃO DO NOVO,NOVO,Direita,GO,MASCULINO,BRANCA,55.0,494424.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,30777
PROFESSORA NIL,UNIÃO,Direita,BA,FEMININO,PARDA,54.0,220524.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44156
NATAN SOARES,PTB,Direita,RJ,MASCULINO,NÃO INFORMADO,62.0,326600.0,BENS_G2,ENSINO MÉDIO COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,14444
PASTOR DR. OMAR,PSC,Direita,MG,MASCULINO,BRANCA,66.0,192400.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,20700
ALESSANDRA MONTEIRO,PP,Direita,AP,FEMININO,PARDA,39.0,nan,nan,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,11211
RICARDO ZAMPIERI,PTB,Direita,PR,MASCULINO,BRANCA,27.0,235799.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,14222
SANDRO BRASIL,PATRIOTA,Direita,SE,MASCULINO,BRANCA,50.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51051
APOSTOLO MARCIO SANTOS,SOLIDARIEDADE,Centro,GO,MASCULINO,PARDA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77121
PASTOR ADILSON,DC,Direita,RJ,MASCULINO,PRETA,66.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27828
LEANDRO VINGADOR,REPUBLICANOS,Direita,PA,MASCULINO,PARDA,38.0,460000.0,BENS_G2,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10991
CLEDINALDO COTOCIO,PODE,Direita,MS,MASCULINO,INDÍGENA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19789
ELIAS DO CREDIARIO,PROS,Centro,RR,MASCULINO,PARDA,37.0,100000.0,BENS_G3,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90122
SOLANGE FERREIRA,PSC,Direita,RR,FEMININO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,20234
DANIEL BARBOSA,PT,Esquerda,RO,MASCULINO,PARDA,50.0,1185113.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,13111
INGRED SILVEIRA,PL,Direita,RJ,FEMININO,PARDA,23.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22202
ANGELO BUCIOLOTI,PSC,Direita,SP,MASCULINO,BRANCA,69.0,2382566.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20023
ELIANA CARETI,UNIÃO,Direita,SP,FEMININO,PARDA,28.0,5000.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,44080
CRISTIANE PINHEIRO,MDB,Centro,SP,FEMININO,BRANCA,44.0,325000.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,15122
ZÉ CARLOS,PSB,Esquerda,PA,MASCULINO,PARDA,43.0,70000.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,40555
DR. LUCAS ESMYTH,SOLIDARIEDADE,Centro,AC,MASCULINO,PARDA,30.0,100000.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,77777
BAIANO DO PARQUE JAIR,PODE,Direita,MA,MASCULINO,PRETA,57.0,35000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19130
FAOUAZ TAHA,PSDB,Centro,SP,MASCULINO,BRANCA,34.0,348267.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,45011
RENATA SEM LIMITE,PRTB,Direita,MG,FEMININO,PRETA,43.0,180000.0,BENS_G3,ENSINO MÉDIO COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,28007
PASTORA RUTE,DC,Direita,AM,FEMININO,PARDA,44.0,3500.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,27777
DANIELE RECHENMACHER,REPUBLICANOS,Direita,RS,FEMININO,BRANCA,38.0,360000.0,BENS_G2,ENSINO MÉDIO COMPLETO,COMISSÁRIO DE BORDO,N,NÃO DIVULGÁVEL,10444
TONY PAIXÃO,PMB,Direita,RJ,MASCULINO,PARDA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,35600
WALKER BOMBEIRO DA LIBRAS,PP,Direita,SP,MASCULINO,PRETA,27.0,45532.0,BENS_G4,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,11193
PROFESSOR EDSON MANOEL,PDT,Esquerda,MS,MASCULINO,PRETA,49.0,42000.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,12777
MAYSA LEÃO,REPUBLICANOS,Direita,MT,FEMININO,BRANCA,42.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10999
ELIZANGELA QUEIROZ,PMB,Direita,SP,FEMININO,BRANCA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,35551
KAISON ALVES,PMB,Direita,SP,MASCULINO,BRANCA,46.0,25000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35322
SORATTO,PL,Direita,SC,MASCULINO,BRANCA,45.0,1597490.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,22500
WELLINGTON PACIENCIA,PODE,Direita,RJ,MASCULINO,PARDA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,19857
SANDRA CORREA ,PROS,Centro,MA,FEMININO,PARDA,34.0,nan,nan,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,90222
SONIA,SOLIDARIEDADE,Centro,SC,FEMININO,BRANCA,45.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77770
TIA RENATINHA,PL,Direita,GO,FEMININO,PARDA,39.0,15000.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,22789
ANDREIA ELISA,SOLIDARIEDADE,Centro,RJ,FEMININO,BRANCA,53.0,580000.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,77300
EDU PERES,NOVO,Direita,SP,MASCULINO,BRANCA,40.0,36000.0,BENS_G4,SUPERIOR COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,30301
DRA. VALDETE MIRANDA,PL,Direita,BA,FEMININO,PARDA,55.0,2501656.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,22001
JORGE SAMPAIO,AVANTE,Centro,SP,MASCULINO,BRANCA,60.0,480000.0,BENS_G2,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,70709
LUIZ FERNANDO GUERRA,UNIÃO,Direita,PR,MASCULINO,BRANCA,38.0,13995778.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,44044
ALICHARD LIMA,REDE,Esquerda,RR,MASCULINO,INDÍGENA,42.0,nan,nan,LÊ E ESCREVE,AGRICULTOR,N,NÃO DIVULGÁVEL,18000
MARCANTONIO DOURADO FILHO,PSB,Esquerda,PE,MASCULINO,BRANCA,40.0,nan,nan,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,40140
JOCELMA,PSC,Direita,BA,FEMININO,PRETA,34.0,nan,nan,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,20525
INVESTIGADORA ANA TÓPPOR,PSDB,Centro,RS,FEMININO,BRANCA,60.0,14000.0,BENS_G4,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,45001
JAPONÊS DA ESTADUAL,PODE,Direita,PR,MASCULINO,BRANCA,61.0,350000.0,BENS_G2,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19007
HILTON LOPES,PODE,Direita,RR,MASCULINO,PARDA,54.0,457000.0,BENS_G2,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,19789
PROF.. MARIA JOSÉ,PSB,Esquerda,SP,FEMININO,BRANCA,69.0,586000.0,BENS_G2,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,40155
MARQUILANO,PSB,Esquerda,PE,MASCULINO,BRANCA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,40240
MÁRCIO VETERINARIO,PP,Direita,SP,MASCULINO,BRANCA,53.0,208600.0,BENS_G3,SUPERIOR COMPLETO,VETERINÁRIO,N,NÃO DIVULGÁVEL,11258
DR FABRÍCIO BATISTA,PTB,Direita,PR,MASCULINO,PRETA,33.0,340000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14012
RENAN CURY,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,32.0,260176.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,77600
LEANDRO MENDES,REDE,Esquerda,MG,MASCULINO,PARDA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,18180
DR JORGE FERNANDO,AVANTE,Centro,RJ,MASCULINO,BRANCA,67.0,1095000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,70009
SARGENTO DIAS,PTB,Direita,BA,MASCULINO,PARDA,50.0,0.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14191
NAIR ROZA,PSC,Direita,BA,FEMININO,PARDA,46.0,nan,nan,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,20176
JANDYRA UEHARA,PT,Esquerda,SP,FEMININO,AMARELA,58.0,215884.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,13654
FRANCISCO NUNES,PODE,Direita,SC,MASCULINO,BRANCA,74.0,458120.0,BENS_G2,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,19020
EVEMERO SILVA,PSC,Direita,RO,MASCULINO,PARDA,47.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,20999
PROFESSOR SINÉSIO,PT,Esquerda,AM,MASCULINO,PARDA,59.0,1416142.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,13633
SARGENTO EDER FRANCO,REPUBLICANOS,Direita,AM,MASCULINO,PARDA,37.0,20000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10555
PEDRÃO,PP,Direita,SC,MASCULINO,BRANCA,35.0,852590.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11123
NEGONA ALESSANDRA SANTOS,AVANTE,Centro,PE,FEMININO,PRETA,45.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,70444
PROFESSOR LENNON COREZOMAÉ,PODE,Direita,MT,MASCULINO,INDÍGENA,32.0,55000.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19555
MARIA EUNICE,PROS,Centro,AC,FEMININO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,90700
PROFESSORA COTA,REPUBLICANOS,Direita,TO,FEMININO,PARDA,63.0,3613012.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,10110
REGINA SILVA,PSC,Direita,PA,FEMININO,BRANCA,55.0,nan,nan,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,20700
ADENILTON FERREIRA,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,49.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,77800
PROF JORDÃO,PMN,Esquerda,RJ,MASCULINO,PARDA,75.0,nan,nan,SUPERIOR COMPLETO,ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS,N,NÃO DIVULGÁVEL,33456
DR CARLOS,PP,Direita,AL,MASCULINO,PARDA,54.0,1090000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,11211
DANIELLI RÔA,NOVO,Direita,SP,FEMININO,BRANCA,48.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,30303
ELIAS CABREIRA,PT,Esquerda,RS,MASCULINO,PRETA,53.0,197000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,13013
JESSICA VICENTIN,DC,Direita,SC,FEMININO,BRANCA,35.0,nan,nan,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,27999
CLESIA DE JESUS,PTB,Direita,AP,FEMININO,BRANCA,42.0,80000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,14444
MOTOBOY MICHEL CHARÃO,PSC,Direita,RS,MASCULINO,BRANCA,32.0,97000.0,BENS_G3,ENSINO MÉDIO COMPLETO,MOTOBOY,N,NÃO DIVULGÁVEL,20622
JÚNIOR GUEDES,PTB,Direita,PB,MASCULINO,PARDA,42.0,96500.0,BENS_G3,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,14555
NAPOLEÃO BERNARDES,PSD,Direita,SC,MASCULINO,BRANCA,40.0,819275.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55777
LUCAS SANTIAGO,SOLIDARIEDADE,Centro,ES,MASCULINO,PARDA,22.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77400
ANA MARIA,PMN,Esquerda,RR,FEMININO,PARDA,41.0,32000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,33033
MATOS,PMN,Esquerda,SE,MASCULINO,BRANCA,60.0,282270.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,33555
REJANE SILVA LOLI,REPUBLICANOS,Direita,BA,FEMININO,PARDA,43.0,40000.0,BENS_G4,SUPERIOR COMPLETO,NUTRICIONISTA E ASSEMELHADOS,N,NÃO DIVULGÁVEL,10001
GILMAR TUIUIU DA PIZZARIA TUIU,AGIR,Direita,SP,MASCULINO,PRETA,41.0,600000.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,36361
MARIA LETICIA,PV,Esquerda,PR,FEMININO,BRANCA,63.0,2206121.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,43000
STHEFANIE CAMIE,PDT,Esquerda,GO,FEMININO,PARDA,28.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12008
VALDENIA BEZERRA,MDB,Centro,PB,FEMININO,BRANCA,43.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15007
BISPA DETE,REPUBLICANOS,Direita,BA,FEMININO,PRETA,51.0,290000.0,BENS_G2,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10125
CLÁUDIO MENEZES,MDB,Centro,CE,MASCULINO,BRANCA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15789
NAJARA,PSD,Direita,PB,FEMININO,BRANCA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,55545
BÁRBARA PASTANA,PSOL,Esquerda,PA,FEMININO,PRETA,39.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,50024
PEDRINHO PEPÊ,PP,Direita,BA,MASCULINO,PARDA,77.0,937187.0,BENS_G1,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11651
EDUARDO SILVA,SOLIDARIEDADE,Centro,SP,MASCULINO,PARDA,33.0,10000.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,77744
